#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
COURTFACTIONMOODMINUS_NONAME;Mood of the §YCourt Faction§! is §RWORSENED§!\n;L'humeur de la §YFaction Courtisane§! est §Raltérée§!\n;;;El Estado de Animo de la §YFaccion de la Corte§! ha §REMPEORADO§!\n;;;;;;;;;x
COURTFACTIONMOODPLUS_NONAME;Mood of the §YCourt Faction§! is §GIMPROVED§!\n;L'humeur de la §YFaction Courtisane§! est §Gaméliorée§!\n;;;El Estado de Animo de la §YFaccion de la Corte§! ha §GMEJORADO§!\n;;;;;;;;;x
COURTFACTIONMOODMINUS;§Y[This.GetTitledFirstName]§!: Mood of the §YCourt Faction§! is §RWORSENED§!\n;§Y[This.GetTitledFirstName]§!: L'humeur de la §YFaction Courtisane§! est §Raltérée§!\n;;;§Y[This.GetTitledFirstName]§!: El Estado de Animo de la §YFaccion de la Corte§! ha §REMPEORADO§!\n;;;;;;;;;x
COURTFACTIONMOODPLUS;§Y[This.GetTitledFirstName]§!: Mood of the §YCourt Faction§! is §GIMPROVED§!\n;§Y[This.GetTitledFirstName]§!: L'humeur de la §YFaction Courtisane§! est §Gaméliorée§!\n;;;§Y[This.GetTitledFirstName]§!: El Estado de Animo de la §YFaccion de la Corte§! ha §GMEJORADO§!\n;;;;;;;;;x
COURT_GOOD_MEETING;The meeting with §Y[From.GetTitledFirstName]§! goes well\n;;;;La reunion con §Y[From.GetTitledFirstName]§! ha ido bien\n;;;;;;;;;x
COURT_NOTHING_HAPPENS;The meeting with §Y[From.GetTitledFirstName]§! produces no results\n;;;;La reunion con §Y[From.GetTitledFirstName]§! no ha tenido efecto\n;;;;;;;;;x
COURT_POOR_MEETING;The meeting with §Y[From.GetTitledFirstName]§! goes poorly\n;;;;La reunion con §Y[From.GetTitledFirstName]§! ha ido mal\n;;;;;;;;;x
CUSTOMTOOLTIP27;§Y[Root.GetTitledFirstName]§!'s vassals will be upset\n;Les vassaux de §Y[Root.GetTitledFirstName]§! seront bouleversés\n;;;Los vasallos de §Y[Root.GetTitledFirstName]§! estarán descontentos\n;;;;;;;;;x
CUSTOMTOOLTIP39;Is rewarded with tax privileges\n;Est récompensé par une réduction d'imposts\n;;;Es recompensado con privilegios impositivos\n;;;;;;;;;x
CUSTOMTOOLTIP40;Is rewarded with glory and honor\n;Est récompensé par la gloire et l'honneur\n;;;Es recompensado con gloria y honor\n;;;;;;;;;x
CUSTOMTOOLTIP44;A vote of no confidence will be held\n;Un vote de destitution du meneur aura lieu\n;;;Tendra lugar una mocion de censura\n;;;;;;;;;x
CUSTOMTOOLTIP45;[Root.GetBestName] is removed from leadership of the faction\n;[Root.GetBestName] ne sera plus le meneur de la faction.\n;;;[Root.GetBestName] dejará de liderar la faccion\n;;;;;;;;;x
CUSTOMTOOLTIP46;Voted §GYES§!\n;A voté §GOUI§!\n;;;Votó §GSI§!\n;;;;;;;;;x
CUSTOMTOOLTIP46A;Voted §GYES§! (x1)\n;A voté §GOUI§! (x1)\n;;;Votó §GSI§! (x1)\n;;;;;;;;;x
CUSTOMTOOLTIP46B;Voted §GYES§! (x2)\n;A voté §GOUI§! (x2)\n;;;Votó §GSI§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP46C;Voted §GYES§! (x4)\n;A voté §GOUI§! (x4)\n;;;Votó §GSI§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP46D;Voted §GYES§! (x8)\n;A voté §GOUI§! (x8)\n;;;Votó §GSI§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP46BB;§Y[Root.GetTitledFirstName]§!: Voted §GYES§! (x2)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §GYSI§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP46CC;§Y[Root.GetTitledFirstName]§!: Voted §GYES§! (x4)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §GYES§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP46DD;§Y[Root.GetTitledFirstName]§!: Voted §GYES§! (x8)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §GYES§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP47;Voted §RNO§!\n;A voté §RNON§!\n;;;Votó §RNO§!\n;;;;;;;;;x
CUSTOMTOOLTIP47A;Voted §RNO§! (x1)\n;A voté §RNON§! (x1)\n;;;Votó §RNO§! (x1)\n;;;;;;;;;x
CUSTOMTOOLTIP47B;Voted §RNO§! (x2)\n;A voté §RNON§! (x2)\n;;;Votó §RNO§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP47C;Voted §RNO§! (x4)\n;A voté §RNON§! (x4)\n;;;Votó §RNO§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP47D;Voted §RNO§! (x8)\n;A voté §RNON§! (x8)\n;;;Votó §RNO§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP47BB;§Y[Root.GetTitledFirstName]§!: Voted §RNO§! (x2)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §RNO§! (x2)\n;;;;;;;;;x
CUSTOMTOOLTIP47CC;§Y[Root.GetTitledFirstName]§!: Voted §RNO§! (x4)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §RNO§! (x4)\n;;;;;;;;;x
CUSTOMTOOLTIP47DD;§Y[Root.GetTitledFirstName]§!: Voted §RNO§! (x8)\n;;;;§Y[Root.GetTitledFirstName]§!: Votó §RNO§! (x8)\n;;;;;;;;;x
CUSTOMTOOLTIP48;Voted §GNO§!\n;A voté §GNON§!\n;;;Votó §GNO§!\n;;;;;;;;;x
CUSTOMTOOLTIP49;Voted §RYES§!\n;A voté §ROUI§!\n;;;Votó §RSI§!\n;;;;;;;;;x
CUSTOMTOOLTIP50;The meeting will be postponed\n;La réunion sera remise à plus tard\n;;;La reunion se ha pospuesto\n;;;;;;;;;x
CUSTOMTOOLTIP51;The members of the Court Faction will be summoned to a general assembly\n;Les membres de la Faction Courtisane seront convoqués à une assemblée générale\n;;;Los miembros de la Faccion de la Corte son convocados a una asamblea general\n;;;;;;;;;x
CUSTOMTOOLTIP52;The members of the Prosperity Faction will be summoned to a general assembly\n;;;;Los miembros de la Faccion de Prosperidad son convocados a una asamblea general\n;;;;;;;;;x
CUSTOMTOOLTIP53;The members of the Glory Faction will be summoned to a general assembly\n;;;;Los miembros de la Faccion de la Gloria son convocados a una asamblea general\n;;;;;;;;;x
CUSTOMTOOLTIP54;The members of the Tradition Faction will be summoned to a general assembly\n;;;;Los miembros de la Faccion de la Tradicion son convocados a una asamblea general\n;;;;;;;;;x
CUSTOMTOOLTIP55;[Root.GetTitledFirstName] reconsiders the agenda\n;[Root.GetTitledFirstName] reconsidère l'agenda\n;;;[Root.GetTitledFirstName] reconsidera la agenda\n;;;;;;;;;x
CUSTOMTOOLTIP56;[Root.GetTitledFirstName] will ensure nothing gets done\n;[Root.GetTitledFirstName] s'assurera que rien ne sera fait \n;;;[Root.GetTitledFirstName] se asegurará de que no se haga nada\n;;;;;;;;;x
CUSTOMTOOLTIP57;[Root.GetTitledFirstName] will encourage caution as the better side of valor\n;[Root.GetTitledFirstName] encouragera à la prudence\n;;;[Root.GetTitledFirstName] fomentará la precaucion\n;;;;;;;;;x
CUSTOMTOOLTIP59;[Root.GetTitledFirstName] will encourage loyalty until the war is over\n;[Root.GetTitledFirstName] conseillera de rester loyal tant que la guerre n'est point finie\n;;;[Root.GetTitledFirstName] fomentará la lealtad hasta que la guerra acabe\n;;;;;;;;;x
EVTDEMANDNO;Refuse this outrageous demand;Refuser cette demande outrageuse;;;Negarse a tal indignante peticion;;;;;;;;;x
EVTDEMANDYES;Accept their rightful request;Accepter leur demande légitime;;;Aceptar sus legitimas peticiones;;;;;;;;;x
EVTTOOLTIP1900600;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction\n;[Root.GetTitledFirstName] tentera d'améliorer [Root.GetHerHis]sa position dans la faction.;[Root.GetTitledFirstName] will attempt to promote [Root.GetHerHis] own standing in the faction;;[Root.GetTitledFirstName] tratará de escalar la jerarquia de la faccion;;;;;;;;;x
EVTTOOLTIP1900601;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction\n;[Root.GetTitledFirstName] quiert à rassembler du soutien pour [Root.Liege.GetTitledFirstName] dans la faction;[Root.GetTitledFirstName] will attempt to gain support for [Root.Liege.GetTitledFirstName] within the faction;;[Root.GetTitledFirstName] tratara de ganar apoyo para [Root.Liege.GetTitledFirstName] dentro de la faccion;;;;;;;;;x
EVTTOOLTIP1900602;[Root.GetTitledFirstName] will attempt to undermine [Root.Liege.GetTitledFirstName]'s position within the faction\n;[Root.GetTitledFirstName] va sapper la position de  [Root.Liege.GetTitledFirstName] dans la faction.;[Root.GetTitledFirstName] will attempt to undermine [Root.Liege.GetTitledFirstName]'s position within the faction;;[Root.GetTitledFirstName] tratará de menoscabar la posicion de [Root.Liege.GetTitledFirstName] dentro de la faccion;;;;;;;;;x
EVTTOOLTIP1900603;[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera une déclaration de guerre pour renverser [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] will propose a declaration of war to overthrow [Root.Liege.GetTitledFirstName];;[Root.GetTitledFirstName] propondrá una declaracion de guerra para derrocar a [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900604;[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName]\n;[Root.GetTitledFirstName] proposera d'exiger des concessions à [Root.Liege.GetTitledFirstName];[Root.GetTitledFirstName] will propose to demand a concession from [Root.Liege.GetTitledFirstName];;[Root.GetTitledFirstName] propondra solicitar una concesion de parte de [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900700;Your speech is met with cheers and applause\n;Votre discours est acclamé et applaudi.;Your speech is met with cheers and applause;;Tu discurso es recibido entre vitores y aplausos;;;;;;;;;x
EVTTOOLTIP1900702;Your speech is well received by the audience\n;Votre discours est bien reçu par l'audience.;Your speech is well received by the audience;;Tu discurso es bien recibido por la audiencia;;;;;;;;;x
EVTTOOLTIP1900704;Your speech meets a tepid reception\n;Votre discours suscite une réaction tiède.;Your speech meets a tepid reception;;Tu discurso encuentra una tibia recepcion;;;;;;;;;x
EVTTOOLTIP1900706;Your speech is poorly received\n;Votre discours est mal reçu;Your speech is poorly received;;Tu discurso es mal recibido;;;;;;;;;x
EVTTOOLTIP1900708;You are laughed out of the room\n;Les rires vous chassent de la pièce.;You are laughed out of the room;;Los oyentes se rien de ti;;;;;;;;;x
EVTTOOLTIP1900710;The assembled Lords will vote on your proposal for membership dues\n;Les Seigneurs réunis vont voter la proposition de cotisations.;The assembled Lords will vote on your proposal for membership dues;;Los Señores reunidos votarán tu propuesta de admision;;;;;;;;;x
EVTTOOLTIP1900713;Your rousing speech greatly improves the faction's mood\n;Votre discours retentissant améliore l'humeur de la faction.;Your rousing speech greatly improves the faction's mood;;Tu discurso entusiasta aumenta en gran medida el estado de animo de la faccion;;;;;;;;;x
EVTTOOLTIP1900716;Your supportive words slightly improves the faction's mood\n;Votre discours améliore quelque peu l'humeur de la faction;Your supportive words slightly improves the faction's mood;;Tus palabras de apoyo mejoran timidamente el estado de animo de la faccion;;;;;;;;;x
EVTTOOLTIP1900719;Your failed speech only make things worse\n;Votre discours raté ne fait qu'envenimer les choses.;Your failed speech only make things worse;;Tu fracaso de discurso solo complica las cosas;;;;;;;;;x
EVTTOOLTIP1900722;The assembled Lords will vote on your proposal for financial aid to the crown\n;Les Seigneurs réunis vont voter la proposition d'aide financière pour la Couronne;The assembled Lords will vote on your proposal for financial aid to the crown;;Los Señores reunidos votaran tu propuesta de ayudar financieramente a la corona;;;;;;;;;x
EVTTOOLTIP1900725;The assembled Lords will vote on your proposal for a show of support towards [Root.Liege.GetTitledFirstName]\n;Les Seigneurs réunis vont voter la proposition de démonstration de soutien envers [Root.Liege.GetTitledFirstName];The assembled Lords will vote on your proposal for a show of support towards [Root.Liege.GetTitledFirstName];;Los Señores reunidos votarán tu propuesta de mostrar apoyo hacia [Root.Liege.GetTitledFirstName];;;;;;;;;x
EVTTOOLTIP1900728;Your searing denouncement greatly worsens the faction's mood\n;Votre accusation flamboyante dégrade grandement l'humeur de la faction.;Your searing denouncement greatly worsens the faction's mood;;Tu encendido discurso empeora gravemente el estado de animo de la faccion;;;;;;;;;x
EVTTOOLTIP1900731;Your doubts and concerns slightly worsens the faction's mood\n;Vos accusations dégradent quelque peu l'humeur de la faction.;Your doubts and concerns slightly worsens the faction's mood;;Tus dudas y preocupaciones empeoran ligeramente el estado de animo de la faccion;;;;;;;;;x
EVTTOOLTIP1900734;Your attempt to sow discontent backfires\n;Votre tentative de semer la discorde s'est retournée contre vous;Your attempt to sow discontent backfires;;Tu intento de sembrar el descontento fracasa estrepitosamente;;;;;;;;;x
EVTTOOLTIP1900737;The assembled Lords will vote on your proposal for a declaration of war\n;Les Seigneurs réunis vont voter la proposition de déclaration de guerre.;The assembled Lords will vote on your proposal for a declaration of war;;Los Señores reunidos votaran tu propuesta de declaracion de guerra;;;;;;;;;x
EVTTOOLTIP1900740;The assembled faction members will vote on your proposal;;;;Los miembros de la faccion votaran tu propuesta;;;;;;;;;x
EVTTOOLTIP1900741;The assembled chiefs will vote on your proposal to demand a reduction in tribal organization\n;;;;Los caciques reunidos votaran tu propuesta de pedir una reduccion de la organizacion tribal\n;;;;;;;;;x
EVTTOOLTIP1900743;The assembled Lords will vote on your proposal to demand a reduction of the taxes collected by the crown\n;Les Seigneurs réunis vont voter la pétition pour exiger une réduction des imposts collectés par la Couronne.;The assembled Lords will vote on your proposal to demand a reduction of the taxes collected by the crown;;Los Señores reunidos votaran tu propuesta de pedir una reduccion de impuestos pagados a la corona;;;;;;;;;x
EVTTOOLTIP1900746;The assembled Lords will vote on your proposal on a change of the tax privilege laws in favor of vassal lords\n;Les Seigneurs réunis vont voter la pétition pour changer les privilèges d'imposition en faveur des vassaux.;The assembled Lords will vote on your proposal on a change of the tax privilege laws in favor of vassal lords;;Los Señores reunidos votaran tu propuesta de cambiar las leyes de privilegio impositivo a favor de los nobles;;;;;;;;;x
EVTTOOLTIP1900749;The assembled Lords will vote on your proposal on a change in the levy privilege law to the benefit of vassal lords\n;Les Seigneurs réunis vont voter la pétition pour changer les privilèges de levée en faveur des vassaux.;The assembled Lords will vote on your proposal on a change in the levy privilege law to the benefit of vassal lords;;Los Señores reunidos votaran tu propuesta de cambiar las leyes de privilegio de levas a favor de los nobles;;;;;;;;;x
EVTTOOLTIP1900752;The assembled Lords will vote on your proposal on a change in the council laws to allow councilor to serve for life\n;Les Seigneurs réunis vont voter la pétition pour nommer les conseillers à vie.;The assembled Lords will vote on your proposal on a change in the council laws to allow councilors to serve for life;;Los Señores reunidos votaran tu propuesta de cambiar las leyes del consejo para permitir a los consejeros servir de por vida;;;;;;;;;x
EVTTOOLTIPGIFT;Receives a letter with the good news\n;Reçoit une lettre avec les bonnes nouvelles\n;;;Recibe una carta con buenas noticias\n;;;;;;;;;x
EVTTOOLTIPULTIMATUM;Receives an ultimatum\n;Reçoit un ultimatum\n;;;Recibe un ultimatum\n;;;;;;;;;x
FACTION_LEADER_CHALLENGE;Begin a vote to challenge your faction's leadership\n;;;;Comenzar un voto para disputar el liderazgo de la faccion\n;;;;;;;;;x
FACTION_UNDERMINE_DISCOVERED;Attempt to undermine fails & is discovered\n;;;;El intento de menoscabar falla y es descubierto\n;;;;;;;;;x
FACTION_UNDERMINE_FAILS;Attempt to undermine fails\n;;;;El intento de menoscabar falla\n;;;;;;;;;x
FACTION_UNDERMINE_SUCCEEDS;Attempt to undermine succeeds\n;;;;El intento de menoscabar tiene exito\n;;;;;;;;;x
FACTION_UNDERMINE_THREATEN;Openly threaten [faction_member.GetTitledFirstName] and force [faction_member.GetHerHim] to leave [faction_member.GetHerHis] faction;;;;Amenazar abiertamente a [faction_member.GetTitledFirstName] y forzarl[faction_member.GetOA] a abandonar su faccion;;;;;;;;;x
GLORYFACTIONMOODMINUS_NONAME;Mood of the §YGlory Faction§! is §RWORSENED§!\n;;;;El estado de animo de la §YFaccion de la Gloria§! ha §REMPEORADO§!\n;;;;;;;;;x
GLORYFACTIONMOODPLUS_NONAME;Mood of the §YGlory Faction§! is §GIMPROVED§!\n;;;;El estado de animo de la §YFaccion de la Gloria§! ha §GMEJORADO§!\n;;;;;;;;;x
GLORYFACTIONMOODMINUS;§Y[This.GetTitledFirstName]§!: Mood of the §YGlory Faction§! is §RWORSENED§!\n;;;;§Y[This.GetTitledFirstName]§!: El estado de animo de la §YFaccion de la Gloria§! ha §REMPEORADO§!\n;;;;;;;;;x
GLORYFACTIONMOODPLUS;§Y[This.GetTitledFirstName]§!: Mood of the §YGlory Faction§! is §GIMPROVED§!\n;;;;§Y[This.GetTitledFirstName]§!: El estado de animo de la §YFaccion de la Gloria§! ha §GMEJORADO§!\n;;;;;;;;;x
HAS_NO_CIVIL_WAR;Not currently in a civil war\n;;;;No se encuentra en Guerra Civil\n;;;;;;;;;x
